Sample date,Weather,Location,Site Reference,Temperature,pH ,Conductivity,Dissolved Oxygen,Turburdity,Nitrite ,Nitrate ,Total Coliforms ,E-Coli,Faecal Streptococci,Ammonium as NH4 ,B.O.D ,C.O.D. ,Phosphate mg/l,Salinity (ppt)
2002/09/19,S,Eastville Park Lake,13,15.6,7.45,1780,49,,,,1000,200,,0.55,27,,,
2002/09/19,S,Snuff Mills,14,12.2,7.45,1090,42,,,,1200,1200,,0.1,3,,,
2002/09/19,S,Mina Park ,15,13.6,7.55,1430,50,,,,3400,200,,0.28,14,,,
2002/09/19,S,Conham Vale,16,14.4,6.8,990,4.3,,,,12000,4400,,0.48,3,,,
2002/10/29,S,Ashton vale,4,,,,,,,,340000,10000,,1.5,3,,,
2002/10/29,S,Hartcliffe Way,5,,,,,,,,1200,400,,,,,,
2002/10/29,S,Manor Wood,6,,,,,,,,8200,32000,,,,,,
2002/10/29,S,Malago Vale gasworks,7,,,,,,,,2200,400,,0.36,2,,,
2002/10/29,S,Lynet Way,8,,,,,,,,11000,800,,0.15,2,,,
2002/10/29,S,Allison Road,9,,,,,,,,18000,8800,,0.3,3,,,
2002/10/29,S,Cadogan Road,10,,,,,,,,12000,3400,,0.21,3,,,
2002/10/29,S,St Georges Park Lake,11,,,,,,,,800,800,,0.63,5,,,
2002/10/29,S,Dubbers Lane,12,,,,,,,,1200,600,,27.3,3,,,
2002/10/29,S,Eastville Park Lake,13,,,,,,,,140000,18000,,0.48,3,,,
2002/10/29,S,Snuff Mills,14,,,,,,,,800,200,,0.33,2,,,
2002/11/28,Overcast,Avonmouth Rhine,1,,,,,,,,200,200,,5.8,2,,,
2002/11/28,Overcast,Trowbridge Road,2,,,,,,,,140000,15000,,0.7,7,,,
2002/11/28,Overcast,Coombe Dingle,3,,,,,,,,60000,18000,,0.3,2,,,
2002/11/28,Overcast,Crow Lane,3a,,,,,,,,16000,3000,,0.4,2,,,
2002/11/28,Overcast,Ashton vale,4,,,,,,,,16000,3800,,0.89,3,,,
2002/11/28,Overcast,Hartcliffe Way,5,,,,,,,,12000,2400,,0.62,4,,,
2002/11/28,Overcast,Manor Wood,6,,,,,,,,10000,1400,,0.46,6,,,
2002/11/28,Overcast,Malago Vale gasworks,7,,,,,,,,3200,800,,0.45,3,,,
2002/11/28,Overcast,Lynet Way,8,,,,,,,,60000,18000,,0.91,6,,,
2002/11/28,Overcast,Allison Road,9,,,,,,,,19000,4600,,0.5,5,,,
2002/11/28,Overcast,Cadogan Road,10,,,,,,,,200000,40000,,0.49,6,,,
2002/11/28,Overcast,St Georges Park Lake,11,,,,,,,,1000,200,,0.3,3,,,
2002/11/28,Overcast,Dubbers Lane,12,,,,,,,,7400,3400,,19.3,2,,,
2002/11/28,Overcast,Eastville Park Lake,13,,,,,,,,2400,400,,0.8,6,,,
2002/11/28,Overcast,Snuff Mills,14,,,,,,,,2200,200,,0.3,2,,,
2002/11/28,Overcast,Mina Park ,15,,,,,,,,5200,2800,,0.66,57,,,
2002/11/28,Overcast,Conham Vale,16,,,,,,,,1000,200,,0.62,6,,,
2003/01/21,Clear,Avonmouth Rhine,1,,7.42,809,,,,,3400,200,,0.67,4,,,
2003/01/21,Clear,Trowbridge Road,2,,7.43,454,,,,,60000,10000,,0.05,4,,,
2003/01/21,Clear,Coombe Dingle,3,,7.34,426,,,,,11000,3000,,0.03,4,,,
2003/01/21,Clear,Crow Lane,3a,,7.57,396,,,,,12000,3800,,0.03,4,,,
2003/01/21,Clear,Ashton vale,4,,7.37,426,,,,,9800,3200,,0.04,3,,,
2003/01/21,Clear,Hartcliffe Way,5,,7.34,455,,,,,5200,2200,,0.04,2,,,
2003/01/21,Clear,Manor Wood,6,,7.88,444,,,,,5600,1800,,0.03,3,,,
2003/01/21,Clear,Malago Vale gasworks,7,,7.65,788,,,,,2200,1600,,0.05,4,,,
2003/01/21,Clear,Lynet Way,8,,7.99,425,,,,,11000,5800,,0.03,5,,,
2003/01/22,Clear,Allison Road,9,,8.1,569,,,,,120000,6600,,,2,,,
2003/01/21,Clear,Cadogan Road,10,,7.57,566,,,,,8200,4200,,0.03,17,,,
2003/01/22,Clear,St Georges Park Lake,11,,7.79,386,,,,,200,200,,0.74,2,,,
2003/01/22,Clear,Dubbers Lane,12,,7.87,1650,,,,,2200,1000,,34.7,2,,,
2003/01/22,Clear,Eastville Park Lake,13,,7.84,577,,,,,800,800,,0.26,3,,,
2003/01/22,Clear,Snuff Mills,14,,8.13,554,,,,,1000,600,,,2,,,
2003/01/22,Clear,Mina Park ,15,,8.21,952,,,,,6400,2400,,,2,,,
2003/01/22,Clear,Conham Vale,16,,8.09,488,,,,,6600,3000,,,2,,,
2003/02/25,Overcast,Avonmouth Rhine,1,,7.65,1240,,,,,2800,800,,29.6,4,,,
2003/02/25,Overcast,Trowbridge Road,2,,8.01,738,,,,,80000,11000,,0.3,10,,,
2003/02/25,Overcast,Coombe Dingle,3,,8.02,857,,,,,800,400,,,2,,,
2003/02/25,Overcast,Crow Lane,3a,,7.82,1140,,,,,21000,4600,,0.38,2,,,
2003/02/25,Overcast,Ashton vale,4,,7.89,910,,,,,400,14000,,0.85,6,,,
2003/02/25,Overcast,Hartcliffe Way,5,,8.05,733,,,,,11000,600,,0.49,2,,,
2003/02/25,Overcast,Manor Wood,6,,7.88,678,,,,,1500000,700000,,1.85,28,,,
2003/02/25,Overcast,Malago Vale gasworks,7,,8.08,1020,,,,,1600,1200,,0.03,4,,,
2003/02/26,Overcast,Lynet Way,8,,7.85,753,,,,,13000,1400,,0.76,5,,,
2003/02/26,Overcast,Allison Road,9,,8.07,725,,,,,140000,60000,,0.3,5,,,
2003/02/25,Overcast,Cadogan Road,10,,7.93,776,,,,,19000,8200,,0.39,4,,,
2003/02/26,Overcast,St Georges Park Lake,11,,7.58,409,,,,,1000,800,,0.39,4,,,
2003/02/26,Overcast,Dubbers Lane,12,,7.77,1890,,,,,200,200,,42.9,2,,,
2003/02/26,Overcast,Eastville Park Lake,13,,,,,,,,,,,0.49,,,,
2003/02/26,Overcast,Snuff Mills,14,,8.21,733,,,,,600,200,,0.49,2,,,
2003/02/26,Overcast,Mina Park ,15,,8.13,981,,,,,600,200,,0.49,2,,,
2003/02/26,Overcast,Conham Vale,16,,8.13,644,,,,,1600,200,,0.68,2,,,
2003/03/20,,Avonmouth Rhine,1,,,,,,,,,,,,,,,
2003/03/20,,Trowbridge Road,2,,8.28,745,,,,,18000,13000,,1.07,9,,,
2003/03/20,,Coombe Dingle,3,,8.15,1530,,,,,1600,200,,0.14,4,,,
2003/03/20,,Crow Lane,3a,,8.02,966,,,,,80000,14000,,0.85,7,,,
2003/03/20,,Ashton vale,4,,8.08,887,,,,,14000,2800,,0.41,7,,,
2003/03/20,,Hartcliffe Way,5,,8.28,700,,,,,3800,600,,0.42,4,,,
2003/03/20,,Manor Wood,6,,8.11,559,,,,,9600,2400,,0.2,7,,,
2003/03/20,,Malago Vale gasworks,7,,8.21,1020,,,,,800,200,,0.15,8,,,
2003/03/20,,Lynet Way,8,,8.12,733,,,,,14000,3200,,1.02,4,,,
2003/03/20,,Allison Road,9,,8.21,688,,,,,16000,13000,,0.32,6,,,
2003/03/20,,Cadogan Road,10,,7.98,786,,,,,60000,40000,,0.23,8,,,
2003/03/20,,St Georges Park Lake,11,,7.93,405,,,,,200,200,,0.15,6,,,
2003/03/20,,Dubbers Lane,12,,7.97,1830,,,,,200,200,,47.7,4,,,
2003/03/20,,Eastville Park Lake,13,,,,,,,,,,,0.15,,,,
2003/03/20,,Snuff Mills,14,,8.27,725,,,,,400,200,,0.19,7,,,
2003/03/20,,Mina Park ,15,,8.29,975,,,,,3600,2200,,0.31,5,,,
2003/03/20,,Conham Vale,16,,8.27,630,,,,,800,400,,,4,,,
2003/05/15,,Avonmouth Rhine,1,,7.48,1150,,,,,200,200,,27.5,2,,,
2003/05/15,,Trowbridge Road,2,,7.96,703,,,,,220000,100000,,1,5,,,
2003/05/15,,Coombe Dingle,3,,7.85,742,,,,,2400,600,,0.05,2,,,
2003/05/15,,Crow Lane,3a,,7.76,731,,,,,19000,6200,,0.27,3,,,
2003/05/15,,Ashton vale,4,,7.88,926,,,,,80000,14000,,0.16,2,,,
2003/05/15,,Hartcliffe Way,5,,7.95,580,,,,,8600,800,,0.09,2,,,
2003/05/15,,Manor Wood,6,,7.88,663,,,,,10000,3400,,0.14,2,,,
2003/05/15,,Malago Vale gasworks,7,,7.86,692,,,,,3200,1400,,0.08,2,,,
2003/05/15,,Lynet Way,8,,8.11,747,,,,,3000,2800,,0.06,9,,,
2003/05/15,,Allison Road,9,,7.87,673,,,,,340000,15000,,0.2,3,,,
2003/05/15,,Cadogan Road,10,,7.83,725,,,,,100000,11000,,0.31,2,,,
2003/05/15,,St Georges Park Lake,11,,8.2,433,,,,,200,200,,0.12,6,,,
2003/05/15,,Dubbers Lane,12,,7.94,1770,,,,,600,200,,34.6,<2,,,
2003/05/15,,Eastville Park Lake,13,,7.74,606,,,,,200,200,,0.42,<2,,,
2003/05/15,,Snuff Mills,14,,8.09,620,,,,,200,200,,0.16,<2,,,
2003/05/15,,Mina Park ,15,,8.3,980,,,,,3200,1600,,0.06,<2,,,
2003/05/15,,Conham Vale,16,,9.11,614,,,,,800,200,,,2,,,
2003/06/23,,Avonmouth Rhine,1,,,,,,,,3200,1200,,30.7,6,,,
2003/06/23,,Trowbridge Road,2,,,,,,,,220000,40000,,0.62,6,,,
2003/06/23,,Coombe Dingle,3,,,,,,,,11000,2600,,0.05,<2,,,
2003/06/23,,Crow Lane,3a,,,,,,,,180000,80000,,0.57,2,,,
2003/06/23,,Ashton vale,4,,,,,,,,18000,3400,,0.16,3,,,
2003/06/23,,Hartcliffe Way,5,,,,,,,,8200,400,,0.11,3,,,
2003/06/23,,Manor Wood,6,,,,,,,,260000,180000,,0.43,3,,,
2003/06/23,,Malago Vale gasworks,7,,,,,,,,3000,2200,,0.47,<2,,,
2003/06/23,,Lynet Way,8,,,,,,,,460000,240000,,0.14,8,,,
2003/06/23,,Allison Road,9,,,,,,,,100000,80000,,0.36,6,,,
2003/06/23,,Cadogan Road,10,,,,,,,,40000,12000,,0.44,4,,,
2003/06/23,,St Georges Park Lake,11,,,,,,,,8600,2200,,0.14,11,,,
2003/06/23,,Dubbers Lane,12,,,,,,,,240000,40000,,10.6,6,,,
2003/06/23,,Eastville Park Lake,13,,,,,,,,1400,400,,0.16,4,,,
2003/06/23,,Snuff Mills,14,,,,,,,,60000,15000,,0.28,6,,,
2003/06/23,,Mina Park ,15,,,,,,,,80000,19000,,0.3,5,,,
2003/07/30,,Avonmouth Rhine,1,,7.01,977,,,,,1200,200,,6.07,20,,,
2003/07/30,,Trowbridge Road,2,,7.75,591,,,,,260000,80000,,,3,,,
2003/07/30,,Coombe Dingle,3,,7.87,503,,,,,11000,2600,,0.2,<2,,,
2003/07/30,,Crow Lane,3a,,7.74,505,,,,,420000,120000,,0.35,<2,,,
2003/07/30,,Ashton vale,4,,7.73,481,,,,,60000,6600,,0.25,<2,,,
2003/07/30,,Hartcliffe Way,5,,7.86,451,,,,,19000,11000,,0.2,<2,,,
2003/07/30,,Manor Wood,6,,7.78,586,,,,,15000,9400,,0.2,<2,,,
2003/07/30,,Malago Vale gasworks,7,,7.67,572,,,,,12000,5400,,0.2,9,,,
2003/07/30,,Lynet Way,8,,8.18,660,,,,,17000,4200,,0.07,4,,,
2003/07/30,,Allison Road,9,,8.02,658,,,,,40000,7200,,0.09,6,,,
2003/07/30,,Cadogan Road,10,,7.74,730,,,,,440000,60000,,0.16,4,,,
2003/07/30,,St Georges Park Lake,11,,7.89,410,,,,,3200,400,,0.18,5,,,
2003/07/30,,Dubbers Lane,12,,7.67,1250,,,,,3800,600,,13.9,4,,,
2003/07/30,,Eastville Park Lake,13,,7.99,361,,,,,800,,,0.24,4,,,
2003/07/30,,Snuff Mills,14,,8.15,574,,,,,2800,1000,,0.14,3,,,
2003/07/30,,Mina Park ,15,,8.12,979,,,,,80000,9600,,0.19,6,,,
2003/09/03,Dry & Cloudy,Avonmouth Rhine,1,,7.37,1770,,,,,7600,3000,,16.1,11,,,
2003/09/03,Dry & Cloudy,Trowbridge Road,2,,7.93,756,,,,,34000,2200,,0.27,<2,,,
2003/09/03,Dry & Cloudy,Coombe Dingle,3,,7.89,778,,,,,2200,600,,0.33,<2,,,
2003/09/03,Dry & Cloudy,Crow Lane,3a,,7.73,836,,,,,19000,11000,,0.3,<2,,,
2003/09/03,Dry & Cloudy,Eastville Park Lake,13,,7.89,420,,,,,2800,400,,0.13,4,,,
2003/09/03,Dry & Cloudy,Mina Park ,15,,8.21,1010,,,,,232000,7600,,0.63,4,,,
2003/09/04,Hot & Sunny,Ashton vale,4,,7.89,420,,,,,240000,8400,,0.29,4,,,
2003/09/04,Hot & Sunny,Hartcliffe Way,5,,7.48,598,,,,,600,400,,0.14,<2,,,
2003/09/04,Hot & Sunny,Manor Wood,6,,7.88,622,,,,,9600,2600,,0.14,<2,,,
2003/09/04,Hot & Sunny,Malago Vale gasworks,7,,7.89,824,,,,,3400,1000,,0.09,2,,,
2003/09/04,Hot & Sunny,Lynet Way,8,,8.02,787,,,,,3600,3200,,0.08,5,,,
2003/09/04,Hot & Sunny,Allison Road,9,,7.91,776,,,,,140000,40000,,0.19,8,,,
2003/09/04,Hot & Sunny,Cadogan Road,10,,7.72,852,,,,,440000,80000,,0.36,9,,,
2003/09/04,Hot & Sunny,St Georges Park Lake,11,,8.23,423,,,,,,,,0.13,6,,,
2003/09/04,Hot & Sunny,Dubbers Lane,12,,7.85,1720,,,,,400,,,21,8,,,
2003/09/04,Hot & Sunny,Snuff Mills,14,,8.09,648,,,,,2000,,,0.14,2,,,
2003/09/04,Hot & Sunny,Conham Vale,16,,8.09,705,,,,,600,600,,0.28,3,,,
2003/10/01,Overcast,Avonmouth Rhine,1,14.51,7.18,3434.1,9.1,,,,6200,3000,,17.2,13,,,
2003/10/01,Overcast,Trowbridge Road,2,13.8,8,641.8,92.7,,,,60000,11000,,0.25,6,,,
2003/10/01,Overcast,Coombe Dingle,3,12.24,7.81,907.7,81.4,,,,400,200,,0.05,2,,,
2003/10/01,Overcast,Crow Lane,3a,12.17,7.08,872.2,59.7,,,,22000,8800,,0.28,3,,,
2003/10/01,Overcast,Ashton vale,4,12.47,5.88,1254,31.5,,,,780000,340000,,0.55,7,,,
2003/10/02,Heavy Rain,Hartcliffe Way,5,12.66,7.69,718.4,65.5,,,,1000,400,,0.21,3,,,
2003/10/02,Heavy Rain,Manor Wood,6,14.15,7.78,738.3,67.2,,,,15000,2400,,0.07,<2,,,
2003/10/02,Heavy Rain,Malago Vale gasworks,7,12.22,7.54,915.2,57.4,,,,1400,600,,0.15,2,,,
2003/10/02,Heavy Rain,Lynet Way,8,11.77,7.91,892.6,70.3,,,,240000,40000,,0.06,4,,,
2003/10/02,Heavy Rain,Allison Road,9,12.21,7.71,863.8,61.5,,,,19000,12000,,0.05,30,,,
2003/10/02,Heavy Rain,Cadogan Road,10,12.67,7.48,953.6,25.8,,,,7000,3800,,0.21,17,,,
2003/10/02,Heavy Rain,St Georges Park Lake,11,13.86,7.54,506.5,28.3,,,,400,600,,0.11,8,,,
2003/10/02,Heavy Rain,Dubbers Lane,12,13.9,7.69,717.4,71,,,,1600,1200,,6.05,23,,,
2003/10/02,Heavy Rain,Eastville Park Lake,13,13.24,7.75,547,72.5,,,,1800,800,,0.15,5,,,
2003/10/02,Heavy Rain,Snuff Mills,14,13.24,7.75,546.7,72.5,,,,600,400,,0.06,4,,,
2003/10/02,Heavy Rain,Mina Park ,15,13.72,8.17,244.9,76.6,,,,380000,240000,,0.45,25,,,
2003/10/02,Heavy Rain,Conham Vale,16,13.67,7.94,1401.5,67.7,,,,8800,4200,,0.44,2,,,
2003/11/05,Sunny,Avonmouth Rhine,1,11.24,7.29,1195.1,18.5,,,,1200,200,,14.4,<2,,,
2003/11/05,Sunny,Trowbridge Road,2,12.24,7.81,727.4,70.7,,,,12000,2200,,0.21,3,,,
2003/11/05,Sunny,Coombe Dingle,3,11.05,7.8,748,82.3,,,,1400,1000,,0.16,2,,,
2003/11/05,Sunny,Crow Lane,3a,11.56,7.44,779.8,46.5,,,,160000,13000,,0.39,7,,,
2003/11/05,Sunny,Ashton vale,4,11.25,7.52,804.3,33.6,,,,17000,8800,,0.5,4,,,
2003/11/05,Sunny,Hartcliffe Way,5,,,,,,,,800,400,,0.24,<2,,,
2003/11/05,Sunny,Manor Wood,6,12.21,7.83,716,81,,,,80000,15000,,0.35,4,,,
2003/11/05,Sunny,Malago Vale gasworks,7,11.32,7.58,1075.3,46.2,,,,3400,1200,,0.44,3,,,
2003/11/05,Sunny,Cadogan Road,10,12.47,7.39,833.8,36.2,,,,600,,,0.74,9,,,
2003/11/06,Overcast,Lynet Way,8,11.93,7.57,748.3,74,,,,480000,100000,,0.17,8,,,
2003/11/06,Overcast,Allison Road,9,11.87,7.8,747.4,111.4,,,,160000,60000,,0.37,5,,,
2003/11/06,Overcast,St Georges Park Lake,11,10.59,7.6,485.9,54.9,,,,2000,800,,0.25,10,,,
2003/11/06,Overcast,Dubbers Lane,12,12.54,7.58,1643.7,52.8,,,,7400,1000,,15.3,3,,,
2003/11/06,Overcast,Eastville Park Lake,13,9.59,7.82,546.7,84.7,,,,1500,1200,,0.21,4,,,
2003/11/06,Overcast,Snuff Mills,14,10.58,7.78,690.6,84.1,,,,,,,0.13,2,,,
2003/11/06,Overcast,Mina Park ,15,12.52,7.91,9603.7,51.2,,,,320000,19000,,0.45,47,,,
2003/11/06,Overcast,Conham Vale,16,9.99,7.68,662.5,92.7,,,,18000,12000,,0.92,5,,,
2003/12/02,Overcast,Avonmouth Rhine,1,8.04,7.31,1123.6,30.8,,,,200,200,,9.12,3,,,
2003/12/02,Overcast,Trowbridge Road,2,10.19,7.69,655.5,91.8,,,,40000,16000,,0.23,2,,,
2003/12/02,Overcast,Coombe Dingle,3,9.53,7.94,662.6,95.5,,,,10000,3400,,0.31,2,,,
2003/12/02,Overcast,Crow Lane,3a,9.55,7.87,724.1,84.1,,,,17000,3800,,0.32,<2,,,
2003/12/02,Overcast,Ashton vale,4,9.48,7.42,618.6,42.7,,,,120000,80000,,0.62,6,,,
2003/12/02,Overcast,Hartcliffe Way,5,10.11,7.92,581.5,84.5,,,,15000,2400,,0.55,3,,,
2003/12/02,Overcast,Manor Wood,6,10.18,7.8,589.6,99,,,,19000,8200,,0.36,4,,,
2003/12/02,Overcast,Malago Vale gasworks,7,9.38,7.45,1073.7,56.4,,,,7200,3000,,0.19,<2,,,
2003/12/04,Overcast,Lynet Way,8,9.42,7.72,598.8,94.9,,,,13000,1800,,0.07,<2,,,
2003/12/04,Overcast,Allison Road,9,9.47,7.93,637.2,10.84,,,,12000,4300,,0.1,<5,,,
2003/12/04,Overcast,Cadogan Road,10,10.79,7.38,818.6,76.5,,,,140000,12000,,0.2,6,,,
2003/12/04,Overcast,St Georges Park Lake,11,7.33,7.13,462.5,38.5,,,,3400,400,,0.9,3,,,
2003/12/04,Overcast,Dubbers Lane,12,10.96,7.65,1406,67.1,,,,60000,1800,,10.3,<2,,,
2003/12/04,Overcast,Eastville Park Lake,13,7.19,7.67,558.2,65.4,,,,2600,1600,,0.67,3,,,
2003/12/04,Overcast,Snuff Mills,14,8.84,7.96,665.3,98.5,,,,4200,3000,,0.05,<2,,,
2003/12/04,Overcast,Mina Park ,15,9.81,8.03,1049.3,81,,,,14000,6600,,0.05,2,,,
2003/12/04,Overcast,Conham Vale,16,8.8,7.77,617,98.7,,,,40000,10000,,0.05,<2,,,
2004/01/28,Sunny ,Avonmouth Rhine,1,6.82,7.49,1261.4,10.1,,,,800,,,29.1,5,,,
2004/01/28,Sunny ,Trowbridge Road,2,6.56,8.04,843,73.3,,,,21000,13000,,1.11,4,,,
2004/01/28,Sunny ,Coombe Dingle,3,5.64,7.98,1015.7,95,,,,6600,1800,,0.39,2,,,
2004/01/28,Sunny ,Crow Lane,3a,4.55,7.96,1126.9,81.1,,,,15000,3200,,0.31,3,,,
2004/01/28,Sunny ,Ashton vale,4,4.67,7.95,895.5,76.4,,,,120000,100000,,0.41,8,,,
2004/01/28,Sunny ,Hartcliffe Way,5,5.56,7.98,759.9,90,,,,18000,800,,0.45,5,,,
2004/01/28,Sunny ,Manor Wood,6,6.94,8.07,556.2,85.8,,,,17000,4200,,0.15,3,,,
2004/01/28,Sunny ,Malago Vale gasworks,7,5.12,8.07,1149.2,77.4,,,,600,200,,0.12,2,,,
2004/01/28,Sunny ,Lynet Way,8,3.44,8.16,824.6,91.9,,,,16000,4200,,0.07,2,,,
2004/01/29,Sunny ,Allison Road,9,3.15,7.94,1591.9,87.7,,,,60000,9400,,0.22,4,,,
2004/01/29,Sunny ,Cadogan Road,10,4.52,7.65,981,80.2,,,,560000,220000,,0.35,15,,,
2004/01/29,Sunny ,St Georges Park Lake,11,2.82,7.58,447.3,57,,,,600,600,,1.1,4,,,
2004/01/29,Sunny ,Dubbers Lane,12,10.04,7.72,1890.5,76.2,,,,18000,1600,,34.2,3,,,
2004/01/29,Sunny ,Eastville Park Lake,13,1.9,7.82,611.5,97.8,,,,600,,,0.16,3,,,
2004/01/29,Sunny ,Snuff Mills,14,3.69,8.09,1279.6,98.3,,,,2200,1400,,0.2,3,,,
2004/01/29,Sunny ,Mina Park ,15,8.34,8.2,1071.8,93.5,,,,9200,1000,,0.19,3,,,
2004/01/29,Sunny ,Conham Vale,16,4.97,8.06,701.8,95.7,,,,19000,12000,,0.46,2,,,
2004/02/18,Sunny ,Avonmouth Rhine,1,8.74,7.44,1328.1,21.9,,,,4200,2000,,26,3,,,
2004/02/18,Sunny ,Trowbridge Road,2,7.67,8,917.2,77.2,,,,300000,80000,,2.43,8,,,
2004/02/18,Sunny ,Coombe Dingle,3,7.58,7.87,1409.8,93.8,,,,8200,800,,0.02,<2,,,
2004/02/18,Sunny ,Crow Lane,3a,7.06,7.72,1648,71.3,,,,80000,14000,,0.32,3,,,
2004/02/18,Sunny ,Ashton vale,4,7.02,7.85,942,79.9,,,,7400,3400,,0.24,<2,,,
2004/02/18,Sunny ,Hartcliffe Way,5,7.64,8.01,741,94.8,,,,8600,1600,,0.32,3,,,
2004/02/18,Sunny ,Manor Wood,6,8.29,7.99,715.9,87,,,,20000,7200,,0.34,5,,,
2004/02/18,Sunny ,Malago Vale gasworks,7,7.58,8.15,1164,106.3,,,,1800,600,,0.32,2,,,
2004/02/19,Sunny ,Lynet Way,8,6.58,8.3,735.4,91,,,,31000,5400,,0.75,3,,,
2004/02/19,Sunny ,Allison Road,9,6.24,8.15,740.2,99.8,,,,12000,3400,,0.85,3,,,
2004/02/19,Sunny ,Cadogan Road,10,6.79,7.72,892.8,72.1,,,,240000,14000,,0.92,7,,,
2004/02/19,Sunny ,St Georges Park Lake,11,7.43,7.95,455.9,62.6,,,,1000,800,,1.5,5,,,
2004/02/19,Sunny ,Dubbers Lane,12,11.26,7.82,2005.3,65.7,,,,3400,400,,43.5,<2,,,
2004/02/19,Sunny ,Eastville Park Lake,13,6,8.16,588.1,95.7,,,,,,,0.82,4,,,
2004/02/19,Sunny ,Snuff Mills,14,6.62,8.4,838.8,96.7,,,,1200,800,,0.82,<2,,,
2004/02/19,Sunny ,Mina Park ,15,9.95,8.22,1102.1,91.1,,,,4200,1400,,0.8,3,,,
2004/02/19,Sunny ,Conham Vale,16,7.73,8.16,706.3,86.9,,,,8200,3200,,1,2,,,
2004/03/10,Bright and dry,Avonmouth Rhine,1,7.81,7.42,1485.4,24.5,,,,4400,1400,,30.1,5,,,
2004/03/10,Bright and dry,Trowbridge Road,2,6.02,7.9,1121.5,49.3,,,,380000,100000,,3.93,10,,,
2004/03/10,Bright and dry,Coombe Dingle,3,5.67,8.08,1112.3,105.8,,,,200,200,,0.19,<2,,,
2004/03/10,Bright and dry,Crow Lane,3a,4.42,7.8,1585.9,76.2,,,,140000,8600,,0.67,3,,,
2004/03/10,Bright and dry,Ashton vale,4,4.87,7.77,1062.8,60.1,,,,19000,6400,,0.96,3,,,
2004/03/10,Bright and dry,Hartcliffe Way,5,5.92,8.17,988.4,100.2,,,,7200,800,,0.48,4,,,
2004/03/10,Bright and dry,Manor Wood,6,7.03,8.02,746.3,77.5,,,,14000,5200,,0.75,3,,,
2004/03/10,Bright and dry,Malago Vale gasworks,7,6.36,8.34,1081.3,117.4,,,,400,400,,0.3,2,,,
2004/03/11,drizzle,Lynet Way,8,4.16,8.24,841.9,84.8,,,,18000,4200,,0.11,3,,,
2004/03/11,drizzle,Allison Road,9,4.65,8.12,606.3,81.7,,,,11000,6400,,0.15,8,,,
2004/03/11,drizzle,Cadogan Road,10,5.07,7.71,915.2,63.2,,,,60000,5800,,0.27,11,,,
2004/03/11,drizzle,St Georges Park Lake,11,5.67,7.89,457,64,,,,,,,0.22,12,,,
2004/03/11,drizzle,Dubbers Lane,12,10.13,7.94,2062.4,56.3,,,,4800,600,,52,2,,,
2004/03/11,drizzle,Eastville Park Lake,13,4.69,8.06,589.4,79.1,,,,,,,0.2,9,,,
2004/03/11,drizzle,Snuff Mills,14,5.01,8.52,847.4,78.1,,,,,,,0.13,3,,,
2004/03/11,drizzle,Mina Park ,15,8.96,8.34,1060.9,68.4,,,,2400,1400,,0.13,4,,,
2004/03/11,drizzle,Conham Vale,16,6.28,8.35,736.5,74.7,,,,2800,2800,,0.33,3,,,
2004/04/28,Rain,Avonmouth Rhine,1,13.09,7.36,944.9,46.2,,,,400,200,,3.53,6,,,
2004/04/28,Rain,Trowbridge Road,2,10.43,7.99,903.6,62.3,,,,80000,2400,,0.32,5,,,
2004/04/28,Rain,Coombe Dingle,3,11.01,7.91,940.2,75,,,,3200,800,,0.03,2,,,
2004/04/28,Rain,Crow Lane,3a,10.65,7.86,1064.2,67.8,,,,40000,8200,,0.41,3,,,
2004/04/28,Rain,Ashton vale,4,10.62,7.95,899.4,73.2,,,,17000,4200,,0.31,3,,,
2004/04/28,Rain,Hartcliffe Way,5,11.67,7.99,785.2,79.4,,,,5400,1200,,0.2,2,,,
2004/04/28,Rain,Manor Wood,6,10.63,7.96,590.5,79.9,,,,13000,4800,,0.48,3,,,
2004/04/28,Rain,Malago Vale gasworks,7,10.71,8.06,1094.1,85.4,,,,1000,800,,0.16,8,,,
2004/04/29,Heavy rain,Lynet Way,8,9.76,7.9,374.5,90.2,,,,31000,9600,,0.07,3,,,
2004/04/29,Heavy rain,Allison Road,9,9.75,7.65,238.6,88.3,,,,120000,13000,,0.16,4,,,
2004/04/29,Heavy rain,Cadogan Road,10,10.12,7.44,292.6,77.9,,,,160000,11000,,0.18,12,,,
2004/04/29,Heavy rain,St Georges Park Lake,11,13.88,7.74,436.1,52.4,,,,800,400,,0.1,8,,,
2004/04/29,Heavy rain,Dubbers Lane,12,11,7.61,827.8,72.6,,,,200,,,11.7,4,,,
2004/04/29,Heavy rain,Eastville Park Lake,13,12.88,8.15,317.2,73.2,,,,19000,7200,,0.1,6,,,
2004/04/29,Heavy rain,Snuff Mills,14,10.4,8.02,730.5,92.9,,,,7600,1600,,0.1,4,,,
2004/04/29,Heavy rain,Mina Park ,15,10.59,7.97,804.4,86.3,,,,80000,16000,,0.12,4,,,
2004/04/29,Heavy rain,Conham Vale,16,12.69,8.1,667.6,88.1,,,,5400,3400,,0.29,3,,,
2004/05/12,Overcast,Avonmouth Rhine,1,15.13,7.28,1179.2,51.1,,,,1200,600,,9.13,7,,,
2004/05/12,Overcast,Trowbridge Road,2,13.55,8.04,897.2,94.4,,,,10000,5400,,0.87,8,,,
2004/05/12,Overcast,Coombe Dingle,3,12.62,7.89,856.6,97,,,,9600,3400,,0.16,<2,,,
